"","participant","level","time","sentence","para","duration_2","occlusions_2"
"339","P3E","sp1","PRE","15","para","17","approximant"
"340","P3E","sp1","PRE","17","para","26","approximant"
"341","P3E","sp1","PRE","18","para","33","1 True"
"342","P3E","sp1","PRE","19","para","29","1 True"
"343","P3E","sp1","PRE","21","para","22","approximant"
"344","P3E","sp1","PRE","22","para","12","approximant"
"345","P3E","sp1","PRE","24","para","84","approximant"
"346","P3E","sp1","PRE","25","para","26","1 True"
"347","P3E","sp1","PRE","26","para","26","approximant"
"348","P3E","sp1","PRE","28","para","26","approximant"
"349","P3E","sp1","PRE","29","para","25","approximant"
"350","P3E","sp1","PRE","31","para","19","approximant"
"351","P3E","sp1","PRE","32","para","27","approximant"
"352","P3E","sp1","PRE","34","para","20","1 True"
"353","P3E","sp1","PRE","35","para","30","1 True"
"354","P3E","sp1","PRE","36","para","29","approximant"
"355","P3E","sp1","PRE","37","para","26","1 True"
"356","P3E","sp1","PRE","38","para","22","approximant"
"357","P3E","sp1","PRE","39","para","40","approximant"
"358","P3E","sp1","PRE","40","para","25","approximant"
"359","P3E","sp1","PRE","41","para","33","1 True"
"360","P3E","sp1","PRE","42","para","27","1 True"
"361","P3E","sp1","PRE","43","para","30","1 True"
"362","P3E","sp1","PRE","44","para","43","1 True"
"363","P3E","sp1","PRE","45","para","21","approximant"
"364","P3E","sp1","PRE","46","para","17","approximant"
"365","P3E","sp1","PRE","47","para","34","1 True"
"366","P3E","sp1","PRE","48","para","30","approximant"
"367","P3E","sp1","PRE","49","para","31","approximant"
"368","P3E","sp1","PRE","50","para","40","1 True"
"369","P3E","sp1","PRE","51","para","24","approximant"
"370","P3E","sp1","PRE","52","para","20","approximant"
"371","P3E","sp1","PRE","53","para","21","approximant"
"372","P3E","sp1","PRE","54","para","24","approximant"
"373","P3E","sp1","PRE","55","para","28","approximant"
"374","P3E","sp1","PRE","56","para","46","approximant"
"375","P3E","sp1","PRE","57","para","31","approximant"
"376","P3E","sp1","PRE","58","para","29","1 True"
"377","P3E","sp1","PRE","59","para","33","approximant"
"378","P3E","sp1","PRE","60","para","42","approximant"
"379","P3E","sp1","PRE","61","para","24","1 True"
"380","P3E","sp1","PRE","62","para","22","approximant"
"381","P3E","sp1","PRE","63","para","28","1 True"
"382","P3E","sp1","PRE","64","para","20","approximant"
"383","P3E","sp1","PRE","65","para","22","1 True"
"384","P3E","sp1","PRE","66","para","26","approximant"
"385","P3E","sp1","PRE","67","para","37","1 True"
"386","P3E","sp1","PRE","69b","para","37","approximant"
"387","P3E","sp1","PRE","70","para","24","approximant"
"388","P3E","sp1","PRE","71b","para","36","approximant"
"389","P3E","sp1","PRE","72a","para","46","1 True"
"390","P3E","sp1","PRE","73","para","36","approximant"
"391","P3E","sp1","PRE","74b","para","21","approximant"
"392","P3E","sp1","PRE","75b","para","35","approximant"
"393","P3E","sp1","PRE","76","para","30","approximant"
"394","P3E","sp1","PRE","78b","para","32","approximant"
"395","P3E","sp1","PRE","79","para","26","approximant"
"396","P3E","sp1","PRE","80b","para","32","approximant"
"397","P3E","sp1","PRE","81b","para","50","approximant"
"398","P3E","sp1","PRE","82","para","32","approximant"
"399","P3E","sp1","PRE","83b","para","37","approximant"
"400","P3E","sp1","PRE","84b","para","32","approximant"
"401","P3E","sp1","PRE","85","para","23","approximant"
"402","P3E","sp1","PRE","88","para","28","approximant"
"403","P3E","sp1","PRE","89b","para","37","1 True"
"404","P3E","sp1","PRE","90b","para","22","approximant"
"405","P3E","sp1","PRE","91","para","37","1 True"
"406","P3E","sp1","PRE","92b","para","32","approximant"
"407","P3E","sp1","PRE","93b","para","30","approximant"
"408","P3E","sp1","PRE","94","para","28","approximant"
"409","P3E","sp1","PRE","95b","para","21","1 True"
"410","P3E","sp1","PRE","96b","para","33","approximant"
"411","P3E","sp1","PRE","97","para","28","approximant"
"412","P3E","sp1","PRE","98b","para","32","approximant"
"413","P3E","sp1","PRE","99b","para","48","approximant"
"414","P3E","sp1","PRE","100","para","39","approximant"
"415","P3E","sp1","PRE","103","para","28","approximant"
"416","P3E","sp1","PRE","104b","para","32","approximant"
"417","P3E","sp1","PRE","105b","para","40","approximant"
"418","P3E","sp1","PRE","106","para","28","1 True"
"419","P3E","sp1","PRE","107a","para","35","approximant"
"420","P3E","sp1","PRE","108a","para","77","approximant"
"421","P3E","sp1","PRE","109","para","39","approximant"
"422","P3E","sp1","PRE","110a","para","40","approximant"
"423","P3E","sp1","PRE","111a","para","33","approximant"
"424","P3E","sp1","PRE","112","para","29","approximant"
"425","P3E","sp1","PRE","114a","para","46","1 True"
"426","P3E","sp1","PRE","115","para","44","approximant"
"427","P3E","sp1","PRE","116a","para","33","approximant"
"428","P3E","sp1","PRE","117a","para","30","1 True"
"429","P3E","sp1","PRE","118","para","37","1 True"
"430","P3E","sp1","PRE","119a","para","24","approximant"
"431","P5E","sp1","POST","1","para","16","1 True"
"432","P5E","sp1","POST","2","para","14","1 True"
"433","P5E","sp1","POST","3","para","20","1 True"
"434","P5E","sp1","POST","4","para","18","1 True"
"435","P5E","sp1","POST","5","para","21","1 True"
"436","P5E","sp1","POST","6","para","18","1 True"
"437","P5E","sp1","POST","7","para","33","1 True"
"438","P5E","sp1","POST","8","para","22","1 True"
"439","P5E","sp1","POST","9","para","18","1 True"
"440","P5E","sp1","POST","10","para","27","approximant"
"441","P5E","sp1","POST","11","para","20","1 True"
"442","P5E","sp1","POST","12","para","16","1 True"
"443","P5E","sp1","POST","13","para","22","approximant"
"444","P5E","sp1","POST","14","para","13","1 True"
"445","P5E","sp1","POST","15","para","20","1 True"
"446","P5E","sp1","POST","16","para","18","1 True"
"447","P5E","sp1","POST","17","para","15","1 True"
"448","P5E","sp1","POST","18","para","27","1 True"
"449","P5E","sp1","POST","19","para","17","1 True"
"450","P5E","sp1","POST","20","para","18","1 True"
"451","P5E","sp1","POST","21","para","21","1 True"
"452","P5E","sp1","POST","23","para","19","1 True"
"453","P5E","sp1","POST","24","para","28","1 True"
"454","P5E","sp1","POST","25","para","18","1 True"
"455","P5E","sp1","POST","26","para","22","1 True"
"456","P5E","sp1","POST","27","para","20","1 True"
"457","P5E","sp1","POST","28","para","23","1 True"
"458","P5E","sp1","POST","29","para","20","1 True"
"459","P5E","sp1","POST","30","para","23","1 True"
"460","P5E","sp1","POST","31","para","27","1 True"
"461","P5E","sp1","POST","32","para","20","1 True"
"462","P5E","sp1","POST","33","para","21","1 True"
"463","P5E","sp1","POST","34","para","23","1 True"
"464","P5E","sp1","POST","35","para","20","1 True"
"465","P5E","sp1","POST","36","para","20","1 True"
"466","P5E","sp1","POST","37","para","22","1 True"
"467","P5E","sp1","POST","38","para","25","1 True"
"468","P5E","sp1","POST","39","para","24","1 True"
"469","P5E","sp1","POST","40","para","26","1 Tue"
"470","P5E","sp1","POST","41","para","19","1 True"
"471","P5E","sp1","POST","42","para","26","1 True"
"472","P5E","sp1","POST","43","para","26","1 True"
"473","P5E","sp1","POST","44","para","26","1 True"
"474","P5E","sp1","POST","45","para","24","1 True"
"475","P5E","sp1","POST","46","para","15","1 True"
"476","P5E","sp1","POST","48","para","20","1 True"
"477","P5E","sp1","POST","49","para","19","approximant"
"478","P5E","sp1","POST","50","para","17","1 True"
"479","P5E","sp1","POST","51","para","19","approximant"
"480","P5E","sp1","POST","52","para","15","1 True"
"481","P5E","sp1","POST","53","para","27","1 True"
"482","P5E","sp1","POST","55","para","18","approximant"
"483","P5E","sp1","POST","56","para","10","1 True"
"484","P5E","sp1","POST","57","para","14","approximant"
"485","P5E","sp1","POST","58","para","15","1 True"
"486","P5E","sp1","POST","59","para","18","1 True"
"487","P5E","sp1","POST","60","para","23","1 True"
"488","P5E","sp1","POST","61","para","24","1 True"
"489","P5E","sp1","POST","62","para","25","1 True"
"490","P5E","sp1","POST","63","para","21","approximant"
"491","P5E","sp1","POST","64","para","23","1 True"
"492","P5E","sp1","POST","66","para","14","1 True"
"493","P5E","sp1","POST","67","para","20","approximant"
"494","P5E","sp1","POST","68","para","28","1 + fric"
"495","P5E","sp1","POST","69b","para","32","1 + fric"
"496","P5E","sp1","POST","70","para","30","1 + fric"
"497","P5E","sp1","POST","71b","para","20","1 + fric"
"498","P5E","sp1","POST","72a","para","16","1 True"
"499","P5E","sp1","POST","73","para","22","approximant"
"500","P5E","sp1","POST","74b","para","32","1 + fric"
"501","P5E","sp1","POST","75b","para","21","approximant"
"502","P5E","sp1","POST","76","para","21","1 True"
"503","P5E","sp1","POST","77b","para","28","1 True"
"504","P5E","sp1","POST","78b","para","35","1 + fric"
"505","P5E","sp1","POST","79","para","15","1 True"
"506","P5E","sp1","POST","80b","para","23","1 True"
"507","P5E","sp1","POST","81b","para","26","1 True"
"508","P5E","sp1","POST","82","para","27","1 + fric"
"509","P5E","sp1","POST","83b","para","32","approximant"
"510","P5E","sp1","POST","84b","para","23","1 + fric"
"511","P5E","sp1","POST","85","para","21","1 True"
"512","P5E","sp1","POST","86b","para","18","approximant"
"513","P5E","sp1","POST","87b","para","18","1 True"
"514","P5E","sp1","POST","88","para","15","1 True"
"515","P5E","sp1","POST","89b","para","33","approximant"
"516","P5E","sp1","POST","90b","para","18","1 True"
"517","P5E","sp1","POST","91","para","17","1 True"
"518","P5E","sp1","POST","92b","para","18","1 True"
"519","P5E","sp1","POST","93b","para","28","1 + fric"
"520","P5E","sp1","POST","94","para","19","1 True"
"521","P5E","sp1","POST","95b","para","28","1 + fric"
"522","P5E","sp1","POST","96b","para","28","1 True"
"523","P5E","sp1","POST","97","para","13","1 True"
"524","P5E","sp1","POST","98b","para","24","1 True"
"525","P5E","sp1","POST","99b","para","27","1 + fric"
"526","P5E","sp1","POST","100","para","20","1 True"
"527","P5E","sp1","POST","101b","para","30","1 + fric"
"528","P5E","sp1","POST","102b","para","25","approximant"
"529","P5E","sp1","POST","103","para","21","1 True"
"530","P5E","sp1","POST","104b","para","32","1 + fric"
"531","P5E","sp1","POST","105b","para","29","1 + fric"
"532","P5E","sp1","POST","106","para","23","1 True"
"533","P5E","sp1","POST","107a","para","23","1 True"
"534","P5E","sp1","POST","108a","para","26","1 + fric"
"535","P5E","sp1","POST","109","para","23","1 True"
"536","P5E","sp1","POST","110a","para","33","1 + fric"
"537","P5E","sp1","POST","111a","para","23","1 True"
"538","P5E","sp1","POST","112","para","27","1 True"
"539","P5E","sp1","POST","113a","para","40","1 + fric"
"540","P5E","sp1","POST","114a","para","34","1 + fric"
"541","P5E","sp1","POST","115","para","35","1 + fric"
"542","P5E","sp1","POST","116a","para","25","1 + fric"
"543","P5E","sp1","POST","117a","para","29","1 True"
"544","P5E","sp1","POST","118","para","31","1 + fric"
"545","P5E","sp1","POST","119a","para","27","1 + fric"
"546","P5E","sp1","POST","120a","para","22","1 True"
"547","P5E","sp1","PRE","1","para","13","1 True"
"548","P5E","sp1","PRE","2","para","28","1 True"
"549","P5E","sp1","PRE","3","para","22","1 True"
"550","P5E","sp1","PRE","4","para","24","1 True"
"551","P5E","sp1","PRE","5","para","20","1 True"
"552","P5E","sp1","PRE","6","para","19","1 True"
"553","P5E","sp1","PRE","7","para","20","1 True"
"554","P5E","sp1","PRE","8","para","22","1 True"
"555","P5E","sp1","PRE","9","para","17","1 True"
"556","P5E","sp1","PRE","10","para","23","approximant"
"557","P5E","sp1","PRE","11","para","24","1 True"
"558","P5E","sp1","PRE","12","para","31","approximant"
"559","P5E","sp1","PRE","13","para","26","1 True"
"560","P5E","sp1","PRE","14","para","21","1 True"
"561","P5E","sp1","PRE","15","para","29","approximant"
"562","P5E","sp1","PRE","16","para","33","1 True"
"563","P5E","sp1","PRE","17","para","29","1 True"
"564","P5E","sp1","PRE","18","para","20","1 True"
"565","P5E","sp1","PRE","19","para","23","approximant"
"566","P5E","sp1","PRE","20","para","25","approximant"
"567","P5E","sp1","PRE","21","para","20","approximant"
"568","P5E","sp1","PRE","22","para","22","1 True"
"569","P5E","sp1","PRE","23","para","24","1 True"
"570","P5E","sp1","PRE","24","para","23","1 True"
"571","P5E","sp1","PRE","25","para","23","1 True"
"572","P5E","sp1","PRE","26","para","24","1 True"
"573","P5E","sp1","PRE","27","para","20","approximant"
"574","P5E","sp1","PRE","28","para","23","approximant"
"575","P5E","sp1","PRE","29","para","17","1 True"
"576","P5E","sp1","PRE","30","para","25","1 True"
"577","P5E","sp1","PRE","31","para","27","1 true"
"578","P5E","sp1","PRE","32","para","20","1 True"
"579","P5E","sp1","PRE","33","para","26","approximant"
"580","P5E","sp1","PRE","34","para","24","1 True"
"581","P5E","sp1","PRE","35","para","29","1 True"
"582","P5E","sp1","PRE","36","para","18","approximant"
"583","P5E","sp1","PRE","37","para","24","approximant"
"584","P5E","sp1","PRE","38","para","20","1 True"
"585","P5E","sp1","PRE","39","para","27","approximant"
"586","P5E","sp1","PRE","40","para","22","approximant"
"587","P5E","sp1","PRE","41","para","26","approximant"
"588","P5E","sp1","PRE","42","para","34","approximant"
"589","P5E","sp1","PRE","43","para","19","1 True"
"590","P5E","sp1","PRE","44","para","27","approximant"
"591","P5E","sp1","PRE","45","para","26","approximant"
"592","P5E","sp1","PRE","46","para","17","1 True"
"593","P5E","sp1","PRE","47","para","23","1 True"
"594","P5E","sp1","PRE","48","para","17","1 True"
"595","P5E","sp1","PRE","49","para","15","1 True"
"596","P5E","sp1","PRE","50","para","13","approximant"
"597","P5E","sp1","PRE","51","para","36","approximant"
"598","P5E","sp1","PRE","52","para","24","1 True"
"599","P5E","sp1","PRE","53","para","23","1 True"
"600","P5E","sp1","PRE","55","para","18","1 True"
"601","P5E","sp1","PRE","56","para","28","approximant"
"602","P5E","sp1","PRE","57","para","28","approximant"
"603","P5E","sp1","PRE","58","para","17","1 True"
"604","P5E","sp1","PRE","59","para","22","approximant"
"605","P5E","sp1","PRE","60","para","20","approximant"
"606","P5E","sp1","PRE","61","para","17","1 True"
"607","P5E","sp1","PRE","62","para","20","1 True"
"608","P5E","sp1","PRE","63","para","21","1 True"
"609","P5E","sp1","PRE","64","para","24","1 True"
"610","P5E","sp1","PRE","65","para","27","1 True"
"611","P5E","sp1","PRE","66","para","23","1 True"
"612","P5E","sp1","PRE","67","para","28","approximant"
"613","P5E","sp1","PRE","68","para","18","1 True"
"614","P5E","sp1","PRE","69b","para","23","1 True"
"615","P5E","sp1","PRE","70","para","18","approximant"
"616","P5E","sp1","PRE","71b","para","23","approximant"
"617","P5E","sp1","PRE","72a","para","22","1 True"
"618","P5E","sp1","PRE","73","para","14","approximant"
"619","P5E","sp1","PRE","74b","para","20","1 True"
"620","P5E","sp1","PRE","75b","para","21","approximant"
"621","P5E","sp1","PRE","76","para","26","approximant"
"622","P5E","sp1","PRE","77b","para","22","approximant"
"623","P5E","sp1","PRE","78b","para","14","approximant"
"624","P5E","sp1","PRE","79","para","36","approximant"
"625","P5E","sp1","PRE","80b","para","24","approximant"
"626","P5E","sp1","PRE","81b","para","20","1 True"
"627","P5E","sp1","PRE","82","para","28","approximant"
"628","P5E","sp1","PRE","83b","para","15","1 True"
"629","P5E","sp1","PRE","84b","para","25","approximant"
"630","P5E","sp1","PRE","85","para","23","1 True"
"631","P5E","sp1","PRE","86b","para","19","1 True"
"632","P5E","sp1","PRE","87b","para","18","1 True"
"633","P5E","sp1","PRE","88","para","21","approximant"
"634","P5E","sp1","PRE","89b","para","20","approximant"
"635","P5E","sp1","PRE","90b","para","22","1 True"
"636","P5E","sp1","PRE","91","para","21","approximant"
"637","P5E","sp1","PRE","92b","para","15","1 True"
"638","P5E","sp1","PRE","93b","para","16","1 True"
"639","P5E","sp1","PRE","94","para","13","1 True"
"640","P5E","sp1","PRE","95b","para","19","1 True"
"641","P5E","sp1","PRE","96b","para","16","1 True"
"642","P5E","sp1","PRE","97","para","20","1 True"
"643","P5E","sp1","PRE","98b","para","19","1 True"
"644","P5E","sp1","PRE","99b","para","22","1 True"
"645","P5E","sp1","PRE","100","para","16","1 Tue"
"646","P5E","sp1","PRE","101b","para","20","1 true"
"647","P5E","sp1","PRE","102b","para","19","1 True"
"648","P5E","sp1","PRE","103","para","13","approximant"
"649","P5E","sp1","PRE","104b","para","22","1 True"
"650","P5E","sp1","PRE","105b","para","22","1 True"
"651","P5E","sp1","PRE","106","para","19","approximant"
"652","P5E","sp1","PRE","107a","para","26","approximant"
"653","P5E","sp1","PRE","108a","para","23","1 True"
"654","P5E","sp1","PRE","109","para","15","1 True"
"655","P5E","sp1","PRE","110a","para","23","1 True"
"656","P5E","sp1","PRE","111a","para","24","1 True"
"657","P5E","sp1","PRE","112","para","18","1 True"
"658","P5E","sp1","PRE","113a","para","27","1 True"
"659","P5E","sp1","PRE","114a","para","18","1 True"
"660","P5E","sp1","PRE","115","para","22","1 True"
"661","P5E","sp1","PRE","116a","para","17","1 True"
"662","P5E","sp1","PRE","117a","para","22","1 True"
"663","P5E","sp1","PRE","118","para","17","1 True"
"664","P5E","sp1","PRE","119a","para","25","1 True"
"665","P5E","sp1","PRE","120a","para","18","1 True"
